0,1,2,3,4,5,6,7,8,9,10
pork,napkins,,,,,,,,,
Instant food products,white bread,semi-finished bread,,,,,,,,
onions,soda,rolls/buns,,,,,,,,
pasta,margarine,,,,,,,,,
napkins,spices,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
domestic eggs,sausage,bottled water,curd,frozen meals,hygiene articles,chocolate,rolls/buns,,,
tropical fruit,whole milk,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
soda,chocolate,,,,,,,,,
fish,tropical fruit,red/blush wine,cream cheese ,,,,,,,
cream,newspapers,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
red/blush wine,domestic eggs,,,,,,,,,
mustard,curd cheese,,,,,,,,,
sausage,bottled water,,,,,,,,,
soda,other vegetables,,,,,,,,,
waffles,tropical fruit,hard cheese,pickled vegetables,,,,,,,
yogurt,domestic eggs,,,,,,,,,
rolls/buns,instant coffee,,,,,,,,,
frankfurter,ham,white wine,detergent,popcorn,,,,,,
pip fruit,pickled vegetables,,,,,,,,,
rolls/buns,pip fruit,margarine,,,,,,,,
waffles,whole milk,,,,,,,,,
pip fruit,tropical fruit,,,,,,,,,
rolls/buns,tropical fruit,salt,butter,whole milk,canned vegetables,domestic eggs,,,,
sugar,shopping bags,instant coffee,,,,,,,,
other vegetables,soda,soda,napkins,,,,,,,
canned beer,sugar,rum,,,,,,,,
other vegetables,whole milk,UHT-milk,other vegetables,frozen meals,whole milk,salty snack,,,,
whole milk,root vegetables,,,,,,,,,
curd,photo/film,,,,,,,,,
yogurt,soda,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
butter milk,soda,seasonal products,,,,,,,,
other vegetables,canned beer,,,,,,,,,
soda,flour,,,,,,,,,
waffles,ketchup,candy,,,,,,,,
citrus fruit,rolls/buns,napkins,soda,,,,,,,
tropical fruit,dessert,,,,,,,,,
oil,hard cheese,,,,,,,,,
root vegetables,pastry,other vegetables,rolls/buns,,,,,,,
other vegetables,margarine,shopping bags,processed cheese,,,,,,,
bottled beer,tropical fruit,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
canned beer,pip fruit,,,,,,,,,
cake bar,shopping bags,,,,,,,,,
meat,bottled water,,,,,,,,,
ice cream,onions,,,,,,,,,
frankfurter,specialty bar,whole milk,rice,dishes,,,,,,
rolls/buns,yogurt,domestic eggs,white bread,,,,,,,
soda,other vegetables,other vegetables,soda,,,,,,,
fish,yogurt,,,,,,,,,
tropical fruit,other vegetables,hygiene articles,brandy,,,,,,,
citrus fruit,bottled beer,ice cream,,,,,,,,
frozen dessert,soda,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
pastry,other vegetables,,,,,,,,,
coffee,root vegetables,whipped/sour cream,,,,,,,,
meat,root vegetables,,,,,,,,,
chicken,root vegetables,,,,,,,,,
root vegetables,pork,soda,coffee,pastry,,,,,,
frozen meals,beef,,,,,,,,,
root vegetables,yogurt,tropical fruit,shopping bags,,,,,,,
whole milk,margarine,,,,,,,,,
yogurt,whole milk,ham,citrus fruit,frozen vegetables,whole milk,,,,,
root vegetables,yogurt,napkins,,,,,,,,
soda,pet care,butter,,,,,,,,
frankfurter,sausage,,,,,,,,,
beef,yogurt,,,,,,,,,
brown bread,frozen dessert,,,,,,,,,
rolls/buns,oil,,,,,,,,,
soda,soda,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
tropical fruit,mustard,,,,,,,,,
sausage,sugar,,,,,,,,,
bottled water,cream cheese ,bottled beer,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
berries,baking powder,,,,,,,,,
berries,tropical fruit,whole milk,soda,,,,,,,
popcorn,dishes,whole milk,,,,,,,,
white wine,specialty bar,,,,,,,,,
root vegetables,hard cheese,waffles,,,,,,,,
shopping bags,whole milk,,,,,,,,,
tropical fruit,sausage,hamburger meat,zwieback,specialty cheese,domestic eggs,,,,,
beef,soap,,,,,,,,,
pastry,waffles,napkins,,,,,,,,
curd,brown bread,whole milk,chewing gum,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
turkey,white bread,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
bottled water,whole milk,whole milk,frozen vegetables,,,,,,,
sausage,pork,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
beef,tropical fruit,,,,,,,,,
root vegetables,yogurt,butter,yogurt,,,,,,,
citrus fruit,ham,,,,,,,,,
pork,pip fruit,chocolate,,,,,,,,
sausage,whole milk,detergent,rolls/buns,,,,,,,
whole milk,whole milk,,,,,,,,,
pickled vegetables,liquor,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
whole milk,chewing gum,,,,,,,,,
soda,pork,,,,,,,,,
root vegetables,liquor,sliced cheese,,,,,,,,
pet care,chocolate,,,,,,,,,
chewing gum,other vegetables,,,,,,,,,
root vegetables,whole milk,newspapers,,,,,,,,
canned beer,flour,,,,,,,,,
butter,soda,oil,,,,,,,,
bottled water,shopping bags,shopping bags,,,,,,,,
beverages,red/blush wine,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
frozen dessert,misc. beverages,,,,,,,,,
chicken,other vegetables,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
chicken,citrus fruit,sugar,,,,,,,,
rolls/buns,grapes,potato products,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
soft cheese,sugar,,,,,,,,,
root vegetables,canned beer,specialty cheese,rolls/buns,,,,,,,
rolls/buns,light bulbs,long life bakery product,,,,,,,,
yogurt,soda,,,,,,,,,
sausage,honey,beverages,soda,frozen dessert,whipped/sour cream,,,,,
berries,shopping bags,,,,,,,,,
beverages,bottled water,,,,,,,,,
tropical fruit,meat,pip fruit,salt,pot plants,,,,,,
rolls/buns,shopping bags,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
canned beer,butter,butter milk,citrus fruit,,,,,,,
tropical fruit,whole milk,dish cleaner,yogurt,newspapers,,,,,,
root vegetables,canned beer,tropical fruit,rolls/buns,,,,,,,
domestic eggs,whole milk,fruit/vegetable juice,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
liquor,fruit/vegetable juice,,,,,,,,,
semi-finished bread,yogurt,,,,,,,,,
frozen meals,dish cleaner,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
berries,bottled beer,,,,,,,,,
fish,pot plants,coffee,,,,,,,,
chocolate,oil,domestic eggs,fruit/vegetable juice,frozen vegetables,rolls/buns,,,,,
berries,beverages,pastry,napkins,,,,,,,
pastry,UHT-milk,,,,,,,,,
turkey,fruit/vegetable juice,domestic eggs,,,,,,,,
canned fruit,whole milk,,,,,,,,,
tropical fruit,coffee,,,,,,,,,
salty snack,pastry,oil,,,,,,,,
root vegetables,whole milk,,,,,,,,,
soda,canned beer,white bread,berries,,,,,,,
yogurt,pet care,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
curd,frozen fish,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
bottled beer,yogurt,pastry,butter,shopping bags,,,,,,
rolls/buns,hard cheese,,,,,,,,,
baking powder,fruit/vegetable juice,,,,,,,,,
meat,canned beer,,,,,,,,,
citrus fruit,canned fish,,,,,,,,,
tropical fruit,onions,whipped/sour cream,,,,,,,,
ham,salt,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
candy,cream cheese ,brown bread,soda,,,,,,,
ham,white bread,long life bakery product,,,,,,,,
yogurt,pip fruit,,,,,,,,,
frankfurter,bottled beer,domestic eggs,,,,,,,,
berries,frozen vegetables,,,,,,,,,
frankfurter,pastry,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
beverages,canned fish,,,,,,,,,
whole milk,mustard,,,,,,,,,
soda,sweet spreads,bottled beer,frozen meals,pasta,,,,,,
tropical fruit,margarine,,,,,,,,,
canned beer,other vegetables,fruit/vegetable juice,,,,,,,,
seasonal products,white bread,,,,,,,,,
sausage,brown bread,,,,,,,,,
frankfurter,whole milk,whole milk,,,,,,,,
root vegetables,ice cream,,,,,,,,,
brown bread,frozen fish,,,,,,,,,
whole milk,pip fruit,detergent,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
chocolate,root vegetables,,,,,,,,,
yogurt,pastry,bottled water,,,,,,,,
oil,whole milk,,,,,,,,,
beverages,pickled vegetables,,,,,,,,,
sliced cheese,rolls/buns,,,,,,,,,
onions,whipped/sour cream,red/blush wine,,,,,,,,
sausage,salt,,,,,,,,,
liquor (appetizer),candy,misc. beverages,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
misc. beverages,liquor,,,,,,,,,
soda,whole milk,,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
chewing gum,soft cheese,,,,,,,,,
onions,soda,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
candy,whipped/sour cream,,,,,,,,,
butter,chocolate,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whole milk,chewing gum,yogurt,,,,,,,,
bottled water,frankfurter,curd,butter milk,,,,,,,
whole milk,sausage,spread cheese,hygiene articles,,,,,,,
specialty chocolate,pasta,soda,long life bakery product,,,,,,,
detergent,salty snack,,,,,,,,,
sausage,sausage,frozen vegetables,pastry,,,,,,,
whole milk,newspapers,,,,,,,,,
pastry,chocolate,flour,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
butter milk,kitchen towels,,,,,,,,,
hamburger meat,tropical fruit,cat food,whole milk,artif. sweetener,packaged fruit/vegetables,,,,,
bottled water,rolls/buns,,,,,,,,,
rolls/buns,female sanitary products,,,,,,,,,
ham,newspapers,bottled beer,,,,,,,,
coffee,berries,,,,,,,,,
soda,flour,pudding powder,,,,,,,,
soda,grapes,,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
sausage,rolls/buns,pickled vegetables,,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,soda,waffles,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
citrus fruit,spread cheese,,,,,,,,,
meat,grapes,,,,,,,,,
brown bread,waffles,,,,,,,,,
rolls/buns,misc. beverages,soda,,,,,,,,
rolls/buns,berries,canned vegetables,dessert,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
soda,dessert,dishes,sugar,,,,,,,
beverages,whipped/sour cream,,,,,,,,,
citrus fruit,herbs,pudding powder,,,,,,,,
other vegetables,soda,brown bread,whole milk,yogurt,cling film/bags,brown bread,pastry,,,
onions,coffee,,,,,,,,,
curd,soda,shopping bags,,,,,,,,
sausage,soda,,,,,,,,,
canned beer,dessert,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
rolls/buns,yogurt,napkins,yogurt,candy,sliced cheese,,,,,
bottled beer,newspapers,,,,,,,,,
other vegetables,beverages,margarine,,,,,,,,
herbs,spread cheese,rolls/buns,,,,,,,,
citrus fruit,flower (seeds),domestic eggs,,,,,,,,
whole milk,grapes,,,,,,,,,
canned beer,sugar,,,,,,,,,
soda,frankfurter,cream cheese ,butter,,,,,,,
whole milk,frozen vegetables,bottled beer,specialty cheese,chewing gum,,,,,,
brown bread,domestic eggs,,,,,,,,,
detergent,newspapers,other vegetables,ketchup,,,,,,,
pip fruit,other vegetables,coffee,,,,,,,,
white wine,soda,,,,,,,,,
bottled beer,sausage,candy,yogurt,,,,,,,
ham,berries,,,,,,,,,
brown bread,waffles,,,,,,,,,
sausage,yogurt,,,,,,,,,
sausage,dessert,,,,,,,,,
bottled water,newspapers,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
domestic eggs,mayonnaise,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
whipped/sour cream,yogurt,processed cheese,rolls/buns,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
fish,root vegetables,chocolate,,,,,,,,
fruit/vegetable juice,curd,,,,,,,,,
whole milk,margarine,,,,,,,,,
misc. beverages,sausage,root vegetables,liquor (appetizer),coffee,,,,,,
whole milk,coffee,fruit/vegetable juice,,,,,,,,
whole milk,bottled water,UHT-milk,candy,,,,,,,
canned beer,other vegetables,,,,,,,,,
white bread,UHT-milk,,,,,,,,,
shopping bags,whole milk,cling film/bags,bottled beer,newspapers,,,,,,
tropical fruit,shopping bags,,,,,,,,,
turkey,newspapers,,,,,,,,,
other vegetables,photo/film,,,,,,,,,
soda,pastry,,,,,,,,,
oil,other vegetables,rolls/buns,,,,,,,,
sausage,chicken,bottled beer,whole milk,,,,,,,
beef,whole milk,,,,,,,,,
cat food,candy,,,,,,,,,
pork,whole milk,,,,,,,,,
beef,frankfurter,root vegetables,specialty fat,domestic eggs,,,,,,
root vegetables,pastry,,,,,,,,,
hamburger meat,condensed milk,,,,,,,,,
onions,grapes,bottled beer,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
yogurt,newspapers,,,,,,,,,
pip fruit,pastry,,,,,,,,,
newspapers,beef,,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
other vegetables,bottled water,shopping bags,,,,,,,,
soda,specialty bar,tidbits,,,,,,,,
cream,yogurt,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
chocolate,canned beer,frozen fish,,,,,,,,
hamburger meat,ice cream,chocolate,curd,,,,,,,
sausage,brown bread,meat spreads,,,,,,,,
frozen vegetables,soft cheese,,,,,,,,,
frankfurter,other vegetables,butter,frozen vegetables,,,,,,,
zwieback,sausage,whole milk,soda,canned beer,hygiene articles,,,,,
detergent,liquor (appetizer),,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
citrus fruit,cream cheese ,waffles,,,,,,,,
waffles,brown bread,,,,,,,,,
citrus fruit,soda,,,,,,,,,
bottled water,ice cream,,,,,,,,,
pip fruit,zwieback,,,,,,,,,
soda,margarine,,,,,,,,,
berries,ham,,,,,,,,,
chicken,pasta,,,,,,,,,
meat,whole milk,,,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
berries,hamburger meat,,,,,,,,,
other vegetables,brown bread,whipped/sour cream,,,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
organic sausage,salty snack,white bread,,,,,,,,
sausage,soda,processed cheese,,,,,,,,
grapes,detergent,,,,,,,,,
other vegetables,citrus fruit,canned beer,,,,,,,,
pork,root vegetables,,,,,,,,,
berries,whipped/sour cream,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
ham,canned beer,salty snack,,,,,,,,
sausage,bottled water,,,,,,,,,
frankfurter,root vegetables,pastry,napkins,long life bakery product,,,,,,
rolls/buns,seasonal products,,,,,,,,,
butter milk,hard cheese,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
bottled beer,tropical fruit,domestic eggs,baking powder,,,,,,,
sausage,margarine,,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
beef,whole milk,frozen vegetables,,,,,,,,
sausage,bottled beer,,,,,,,,,
pork,turkey,pot plants,whole milk,soda,dishes,,,,,
pip fruit,dessert,sauces,,,,,,,,
seasonal products,whole milk,,,,,,,,,
frozen meals,whole milk,,,,,,,,,
beef,ice cream,,,,,,,,,
hard cheese,salty snack,,,,,,,,,
sausage,spread cheese,,,,,,,,,
oil,whipped/sour cream,specialty cheese,soda,beverages,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
other vegetables,cream cheese ,yogurt,yogurt,whole milk,waffles,curd,fruit/vegetable juice,,,
dessert,whole milk,,,,,,,,,
chocolate,mustard,white bread,,,,,,,,
sausage,grapes,bottled beer,,,,,,,,
pork,rolls/buns,,,,,,,,,
butter,mayonnaise,,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
other vegetables,chicken,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
whole milk,berries,,,,,,,,,
coffee,sugar,,,,,,,,,
newspapers,sausage,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
yogurt,cookware,,,,,,,,,
sausage,detergent,,,,,,,,,
ham,soda,pickled vegetables,,,,,,,,
specialty chocolate,tropical fruit,,,,,,,,,
other vegetables,soda,whole milk,sweet spreads,,,,,,,
soda,waffles,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
roll products ,whole milk,tropical fruit,rolls/buns,rolls/buns,,,,,,
frankfurter,whole milk,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
pork,whole milk,domestic eggs,sweet spreads,,,,,,,
whole milk,cleaner,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,cocoa drinks,,,,,,,,,
pastry,brown bread,,,,,,,,,
bottled beer,curd,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
other vegetables,rolls/buns,waffles,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
ice cream,onions,soda,,,,,,,,
whole milk,hard cheese,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
onions,curd,,,,,,,,,
beef,berries,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
canned beer,sliced cheese,,,,,,,,,
rolls/buns,sauces,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
beef,waffles,,,,,,,,,
berries,frozen meals,,,,,,,,,
soda,dessert,shopping bags,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
frozen vegetables,dessert,,,,,,,,,
beverages,whole milk,semi-finished bread,domestic eggs,,,,,,,
whole milk,root vegetables,,,,,,,,,
bottled beer,cream cheese ,chocolate,,,,,,,,
chocolate,whole milk,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
domestic eggs,bottled water,kitchen towels,,,,,,,,
meat,sugar,margarine,cat food,,,,,,,
berries,specialty bar,,,,,,,,,
sweet spreads,newspapers,,,,,,,,,
ice cream,other vegetables,,,,,,,,,
pip fruit,pastry,,,,,,,,,
pip fruit,canned beer,hygiene articles,coffee,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
ham,misc. beverages,,,,,,,,,
berries,sliced cheese,,,,,,,,,
whole milk,domestic eggs,long life bakery product,,,,,,,,
yogurt,herbs,,,,,,,,,
tropical fruit,cat food,soda,,,,,,,,
specialty chocolate,yogurt,rolls/buns,misc. beverages,,,,,,,
sausage,newspapers,,,,,,,,,
whole milk,soda,,,,,,,,,
butter,seasonal products,fruit/vegetable juice,,,,,,,,
whipped/sour cream,whipped/sour cream,fruit/vegetable juice,,,,,,,,
frankfurter,frankfurter,long life bakery product,newspapers,pip fruit,whipped/sour cream,hygiene articles,,,,
cream cheese ,frozen vegetables,pastry,bottled beer,,,,,,,
cream cheese ,butter milk,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
bottled water,onions,,,,,,,,,
bottled beer,rolls/buns,whole milk,,,,,,,,
pork,whipped/sour cream,dishes,,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
whipped/sour cream,detergent,,,,,,,,,
root vegetables,soda,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
UHT-milk,fish,,,,,,,,,
root vegetables,berries,other vegetables,hygiene articles,white bread,whipped/sour cream,,,,,
soda,whipped/sour cream,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
chocolate,whole milk,,,,,,,,,
canned beer,newspapers,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
candles,coffee,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
whole milk,house keeping products,,,,,,,,,
red/blush wine,other vegetables,,,,,,,,,
rolls/buns,domestic eggs,ice cream,pot plants,,,,,,,
cat food,butter,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
root vegetables,margarine,,,,,,,,,
bottled water,sugar,candy,,,,,,,,
soft cheese,rolls/buns,,,,,,,,,
pip fruit,white wine,sweet spreads,,,,,,,,
shopping bags,yogurt,,,,,,,,,
soda,rolls/buns,,,,,,,,,
white bread,nuts/prunes,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
canned beer,soda,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
roll products ,root vegetables,mayonnaise,,,,,,,,
citrus fruit,whole milk,rolls/buns,,,,,,,,
canned beer,long life bakery product,dish cleaner,candy,,,,,,,
soda,whole milk,,,,,,,,,
meat spreads,shopping bags,,,,,,,,,
soda,soda,,,,,,,,,
root vegetables,pastry,,,,,,,,,
bottled water,berries,,,,,,,,,
bottled water,long life bakery product,root vegetables,mustard,,,,,,,
citrus fruit,soda,butter,bottled water,bottled beer,,,,,,
rolls/buns,margarine,whole milk,liquor (appetizer),,,,,,,
root vegetables,chicken,,,,,,,,,
tropical fruit,spread cheese,,,,,,,,,
whole milk,chocolate,,,,,,,,,
pastry,white bread,,,,,,,,,
sausage,whole milk,,,,,,,,,
cream cheese ,coffee,,,,,,,,,
soda,curd cheese,root vegetables,semi-finished bread,,,,,,,
waffles,beverages,waffles,curd,,,,,,,
soda,citrus fruit,rolls/buns,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
sauces,misc. beverages,,,,,,,,,
cereals,rolls/buns,,,,,,,,,
candy,other vegetables,,,,,,,,,
other vegetables,domestic eggs,long life bakery product,,,,,,,,
beverages,canned vegetables,,,,,,,,,
pork,root vegetables,hamburger meat,frankfurter,coffee,curd,cake bar,soda,,,
domestic eggs,bottled water,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
frankfurter,instant coffee,root vegetables,coffee,instant coffee,sugar,rolls/buns,,,,
brown bread,rolls/buns,,,,,,,,,
other vegetables,frankfurter,whole milk,sausage,misc. beverages,margarine,yogurt,frozen meals,cat food,,
soups,margarine,,,,,,,,,
tropical fruit,soda,canned beer,,,,,,,,
whole milk,canned beer,,,,,,,,,
shopping bags,napkins,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
tropical fruit,hamburger meat,tea,,,,,,,,
citrus fruit,brown bread,pastry,,,,,,,,
mustard,sugar,baking powder,,,,,,,,
whole milk,root vegetables,rolls/buns,yogurt,onions,coffee,napkins,UHT-milk,,,
whole milk,curd,,,,,,,,,
chicken,whole milk,whole milk,coffee,,,,,,,
candy,candy,,,,,,,,,
candy,curd,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
pastry,soda,pastry,,,,,,,,
soda,soda,canned beer,,,,,,,,
processed cheese,mayonnaise,shopping bags,,,,,,,,
